,Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Company,Company_real
644,RIM BlackBerry 8700r (RIM Electron),2005-11-01,2005,645,0.00778222,0.001047635,0.15561496,0.064748201,0.089430894,0.103174603,0.171896317,0.25,0.085952534,0.022482496,0.015948276,0.276375568,RIM,BlackBerry Limited
645,Samsung SCH-M600,2005-11-01,2005,646,0.031220435,0.001047635,0.259662406,0.035971223,0.056910569,0.142857143,0.12414734,0.217213115,0.123797306,0.019399182,0.021982759,0.345784957,Samsung,Samsung
646,T-Mobile SDA II Music (HTC Hurricane),2005-11-01,2005,647,0.031220435,0.001047635,0.109593975,0.035971223,0.030894309,0.093253968,0.107776262,0.241803279,0.073123797,0.009164294,0.01012931,0.214033317,T-Mobile,T-Mobile
647,TORQ P100w,2005-11-01,2005,648,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.147885402,0.256967213,0.101988454,0.022503908,0.02262931,0.244068652,TORQ,TORQ
648,Acer n300,2005-12-01,2005,649,0.031220435,0.001047635,0.149612223,0.143884892,0.154471545,0.301587302,0.173260573,0.25,0.048749198,0.013146907,0.016163793,0.433619384,Acer,Acer
649,Acer n311,2005-12-01,2005,650,0.031220435,0.002096294,0.199635034,0.143884892,0.154471545,0.301587302,0.173260573,0.25,0.048749198,0.013146907,0.016163793,0.433619384,Acer,Acer
650,Dopod 830 / 818 Pro (HTC Prophet),2005-12-01,2005,651,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.144065484,0.245081967,0.078896729,0.015973278,0.018965517,0.244068652,Dopod,HTC
651,Dopod P100 (HTC Galaxy 100),2005-12-01,2005,652,0.031220435,0.002096294,0.149612223,0.079136691,0.056910569,0.142857143,0.144338336,0.248770492,0.073765234,0.015116802,0.014224138,0.244068652,Dopod,HTC
652,Fujitsu-Siemens Pocket LOOX N520,2005-12-01,2005,653,0.031220435,0.002096294,0.15561496,0.129496403,0.056910569,0.142857143,0.175989086,0.274590164,0.050673509,0.015245273,0.021551724,0.17617365,Fujitsu-Siemens,Fujitsu Ltd
653,I-Mate SP4m (HTC Douton),2005-12-01,2005,654,0.031220435,0.001047635,0.109593975,0.035971223,0.056910569,0.142857143,0.107776262,0.241803279,0.073123797,0.009164294,0.01012931,0.350832913,I-Mate,I-Mate
654,iDO S600,2005-12-01,2005,655,0.031220435,0.002096294,0.132604468,0.079136691,0.056910569,0.142857143,0.132332879,0.245901639,0.09878127,0.018157292,0.018318966,0.244068652,iDO,"Kinpo Electronics, Inc"
655,Intermec CK31,2005-12-01,2005,656,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.175989086,0.754098361,0.22386145,0.135794274,0.11875,0.176426047,Intermec,Intermec
656,Nokia 6708,2005-12-01,2005,657,0.00778222,0.00078547,0.071576639,0.071942446,0.043902439,0.142857143,0.12414734,0.282786885,0.076330981,0.007301458,0.019396552,0.276375568,Nokia,Nokia Corporation
657,O2 XDA Phone (HTC Douton),2005-12-01,2005,658,0.031220435,0.001047635,0.109593975,0.035971223,0.056910569,0.142857143,0.107776262,0.237704918,0.073123797,0.008992998,0.01012931,0.350832913,O2,O2
658,Qool QDA Oh!,2005-12-01,2005,659,0.031220435,0.002096294,0.132604468,0.079136691,0.056910569,0.142857143,0.132332879,0.26147541,0.114175754,0.022311201,0.018318966,0.244068652,Qool,"Kinpo Electronics, Inc"
659,Qtek G100 (HTC Galaxy 100),2005-12-01,2005,660,0.031220435,0.002096294,0.149612223,0.079136691,0.056910569,0.142857143,0.144338336,0.248770492,0.073765234,0.015116802,0.014224138,0.244068652,Qtek,HTC
660,Samsung SGH-i300,2005-12-01,2005,661,0.031220435,0.000523305,0.207638683,0.021582734,0.056910569,0.142857143,0.113233288,0.266393443,0.089159718,0.013981971,0.013146552,0.400807673,Samsung,Samsung
661,Symbol MC3090 Color,2005-12-01,2005,662,0.031220435,0.001047635,0.259662406,0.158273381,0.089430894,0.142857143,0.202728513,0.569672131,0.247594612,0.135944158,0.079310345,0.177940434,Symbol,Zebra Technologies
662,Symbol MC3090 Monochrome,2005-12-01,2005,663,0.015594958,0.001047635,0.15561496,0.158273381,0.089430894,0.142857143,0.202728513,0.569672131,0.247594612,0.135944158,0.06875,0.177940434,Symbol,Zebra Technologies
663,Altina A600,2006-01-01,2006,664,0.031220435,0.000523305,0.132604468,0.129496403,0.089430894,0.103174603,0.301500682,0.135245902,0.108402822,0.037813417,0.024784483,0.17617365,Altina,Union Rich Development Corp
664,Audiovox XV6700 (HTC Apache),2006-01-01,2006,665,0.031220435,0.002096294,0.207638683,0.079136691,0.056910569,0.142857143,0.140518417,0.241803279,0.121231559,0.024088388,0.019396552,0.244068652,Audiovox,HTC
665,BenQ P50,2006-01-01,2006,666,0.031220435,0.001047635,0.207638683,0.079136691,0.056910569,0.142857143,0.145975443,0.31147541,0.089159718,0.022675203,0.025646552,0.244573448,BenQ,BenQ
666,Bluebird Pidion BIP-2000 CDMA,2006-01-01,2006,667,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.219645293,0.692622951,0.321359846,0.218786802,0.096336207,0.17617365,Bluebird,Bluebird Soft Inc
667,Bluebird Pidion BIP-2000 GSM,2006-01-01,2006,668,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.219645293,0.692622951,0.321359846,0.218786802,0.096336207,0.17617365,Bluebird,Bluebird Soft Inc
668,Cingular 8100 (HTC Wizard 100),2006-01-01,2006,669,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.140518417,0.241803279,0.11289288,0.010641715,0.009913793,0.337708228,Cingular,HTC
669,Cingular 8125 (HTC Wizard 110),2006-01-01,2006,670,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.140518417,0.241803279,0.11289288,0.007686872,0.008405172,0.345784957,Cingular,HTC
670,DAP MICROFLEX CE8800B / CE8810B,2006-01-01,2006,671,0.062471389,0.002096294,0.259662406,0.395683453,0.219512195,0.222222222,0.609822647,0.557377049,0.281590763,0.44609554,0.224137931,0.15345785,DAP,Roper Technologies
671,DAP MICROFLEX CE8800BWE / CE8810BWE,2006-01-01,2006,672,0.062471389,0.002096294,0.259662406,0.395683453,0.219512195,0.222222222,0.609822647,0.557377049,0.281590763,0.44609554,0.224137931,0.15345785,DAP,Roper Technologies
672,DAP MICROFLEX CE8820B,2006-01-01,2006,673,0.062471389,0.002096294,0.259662406,0.381294964,0.284552846,0.222222222,0.609822647,0.557377049,0.281590763,0.44609554,0.256465517,0.168096921,DAP,Roper Technologies
673,DAP MICROFLEX CE8820BWE,2006-01-01,2006,674,0.062471389,0.002096294,0.259662406,0.381294964,0.284552846,0.222222222,0.609822647,0.557377049,0.281590763,0.44609554,0.256465517,0.168096921,DAP,Roper Technologies
674,Dopod 838 (HTC Wizard 110),2006-01-01,2006,675,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.140518417,0.241803279,0.11289288,0.022354024,0.023275862,0.254164563,Dopod,HTC
675,HTC P4300 (HTC Wizard 110),2006-01-01,2006,676,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.140518417,0.241803279,0.11289288,0.022354024,0.023275862,0.254164563,HTC,HTC
676,Medion MDPNA 1500 (MD96700),2006-01-01,2006,677,0.031220435,0.001047635,0.15561496,0.129496403,0.056910569,0.142857143,0.175989086,0.286885246,0.073765234,0.022396848,0.024137931,0.17617365,Medion,MiTAC International Corp
677,Mio A201 Digi-Walker,2006-01-01,2006,678,0.031220435,0.001047635,0.15561496,0.129496403,0.056910569,0.142857143,0.175989086,0.286885246,0.073765234,0.022396848,0.024137931,0.17617365,Mio,MiTAC International Corp
678,Motorola i920,2006-01-01,2006,679,0.015594958,0.001047635,0.099589413,0.035971223,0.030894309,0.093253968,0.115961801,0.159836066,0.1533034,0.018264351,0.023060345,0.210499748,Motorola,Motorola
679,Navigon PNA Transonic 5000,2006-01-01,2006,680,0.031220435,0.001047635,0.199635034,0.129496403,0.089430894,0.103174603,0.328785812,0.131147541,0.095574086,0.036807057,0.037068966,0.17617365,Navigon,Navigon GmbH
680,O2 XDA Atom,2006-01-01,2006,681,0.031220435,0.002096294,0.207638683,0.071942446,0.056910569,0.142857143,0.140518417,0.217213115,0.079538165,0.013981971,0.017241379,0.259464917,O2,O2
681,Pharos Traveler GPS 505,2006-01-01,2006,682,0.031220435,0.001047635,0.207638683,0.129496403,0.089430894,0.103174603,0.312414734,0.092213115,0.069916613,0.022054258,0.028017241,0.17617365,Pharos,Inventec Corporation
682,RIM BlackBerry 8700g / 8705g (RIM Electron),2006-01-01,2006,683,0.00778222,0.001047635,0.15561496,0.064748201,0.089430894,0.103174603,0.171896317,0.25,0.085952534,0.022482496,0.015948276,0.276375568,RIM,BlackBerry Limited
683,Siemens P50,2006-01-01,2006,684,0.031220435,0.001047635,0.207638683,0.079136691,0.056910569,0.142857143,0.145975443,0.31147541,0.089159718,0.022675203,0.025646552,0.244068652,Siemens,SiemensæAG
684,Symbol MC70,2006-01-01,2006,685,0.031220435,0.002096294,0.311686129,0.129496403,0.056910569,0.142857143,0.189631651,0.426229508,0.134060295,0.05779072,0.059482759,0.17617365,Symbol,Zebra Technologies
685,Symbol MC70 GSM,2006-01-01,2006,686,0.031220435,0.002096294,0.311686129,0.129496403,0.056910569,0.142857143,0.189631651,0.426229508,0.134060295,0.05779072,0.054741379,0.17617365,Symbol,Zebra Technologies
686,Typhoon MyGuide 3210 GO,2006-01-01,2006,687,0.031220435,0.008388246,0.149612223,0.129496403,0.089430894,0.103174603,0.275579809,0.086065574,0.089159718,0.022782262,0.028017241,0.17617365,Typhoon,HTC
687,Typhoon MyGuide 4320 GO,2006-01-01,2006,688,0.031220435,0.000523305,0.199635034,0.165467626,0.154471545,0.119047619,0.181446112,0.340163934,0.085952534,0.030790313,0.033405172,0.234729934,Typhoon,HTC
688,Typhoon MyGuide 7000 XL,2006-01-01,2006,689,0.031220435,0.001047635,0.207638683,0.129496403,0.089430894,0.103174603,0.312414734,0.092213115,0.069916613,0.022054258,0.028017241,0.17617365,Typhoon,HTC
689,Typhoon MyGuide 7500 XL,2006-01-01,2006,690,0.031220435,0.008388246,0.207638683,0.129496403,0.056910569,0.142857143,0.297680764,0.094262295,0.075048108,0.022289789,0.023706897,0.17617365,Typhoon,HTC
690,Typhoon MyPhone M500,2006-01-01,2006,691,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.147885402,0.256967213,0.101988454,0.022503908,0.023706897,0.244068652,Typhoon,HTC
691,UTStarcom PPC6700 (HTC Apache),2006-01-01,2006,692,0.031220435,0.002096294,0.207638683,0.079136691,0.056910569,0.142857143,0.14324693,0.241803279,0.114817191,0.023296148,0.027155172,0.244068652,UTStarcom,HTC
692,Vodafone v1240 (HTC Tornado Noble),2006-01-01,2006,693,0.015594958,0.002096294,0.097088272,0.035971223,0.056910569,0.142857143,0.108321965,0.239918033,0.073123797,0.009164294,0.009913793,0.337708228,Vodafone,Vodafone
693,Vodafone VDA II (HTC Tornado Noble),2006-01-01,2006,694,0.015594958,0.001047635,0.097088272,0.035971223,0.056910569,0.142857143,0.108321965,0.239918033,0.073123797,0.009164294,0.009913793,0.337708228,Vodafone,Vodafone
694,Vodafone VPA Compact II (HTC Wizard 110),2006-01-01,2006,695,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.140518417,0.241803279,0.11289288,0.022354024,0.023275862,0.254164563,Vodafone,Vodafone
695,CyberBank POZ G300 (HTC Galaxy 100),2006-02-01,2006,696,0.031220435,0.002096294,0.149612223,0.079136691,0.056910569,0.142857143,0.144338336,0.248770492,0.073765234,0.026143931,0.031034483,0.17617365,CyberBank,HTC
696,Datalogic Mobile Scorpio GUN Wndows CE,2006-02-01,2006,697,0.062471389,0.008388246,0.259662406,0.079136691,0.056910569,0.142857143,0.192360164,0.602459016,0.172546504,0.097188617,0.058189655,0.249116608,Datalogic,Roper Technologies
697,Datalogic Mobile Scorpio Wndows CE,2006-02-01,2006,698,0.062471389,0.008388246,0.259662406,0.079136691,0.056910569,0.142857143,0.192360164,0.602459016,0.172546504,0.097188617,0.058189655,0.249116608,Datalogic,Roper Technologies
698,Grundig GR980 (HTC Universal),2006-02-01,2006,699,0.031220435,0.002096294,0.259662406,0.136690647,0.219512195,0.222222222,0.203274216,0.322540984,0.121231559,0.045928527,0.048491379,0.448510853,Grundig,HTC
699,Hyundai A200,2006-02-01,2006,700,0.031220435,0.001047635,0.259662406,0.079136691,0.056910569,0.142857143,0.150068213,0.303278689,0.095574086,0.024580862,0.02737069,0.244068652,Hyundai,Wistron Corporation
700,I-Mate JAMin (HTC Prophet),2006-02-01,2006,701,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.144065484,0.245081967,0.078896729,0.015973278,0.018965517,0.244068652,I-Mate,I-Mate
701,I-Mate PDA-N (HTC Galaxy 100),2006-02-01,2006,702,0.031220435,0.002096294,0.149612223,0.079136691,0.056910569,0.142857143,0.144338336,0.248770492,0.073765234,0.015116802,0.014224138,0.244068652,I-Mate,I-Mate
702,Intermec CK60,2006-02-01,2006,703,0.062471389,0.001047635,0.259662406,0.151079137,0.056910569,0.142857143,0.227830832,0.709016393,0.313662604,0.225852729,0.138793103,0.152195861,Intermec,Intermec
703,Mio A700 Digi-Walker,2006-02-01,2006,704,0.031220435,0.002096294,0.259662406,0.071942446,0.056910569,0.142857143,0.137789905,0.237704918,0.081462476,0.015116802,0.018965517,0.259464917,Mio,MiTAC International Corp
704,Pharos Traveler GPS 525 (HTC Galaxy 100),2006-02-01,2006,705,0.031220435,0.002096294,0.149612223,0.079136691,0.056910569,0.142857143,0.144338336,0.248770492,0.073765234,0.015116802,0.014224138,0.244068652,Pharos,Inventec Corporation
705,Sharp W-ZERO3 WS003SH,2006-02-01,2006,706,0.031220435,0.002096294,0.207638683,0.143884892,0.154471545,0.301587302,0.17053206,0.331967213,0.127645927,0.040489904,0.034051724,0.433619384,Sharp,Sharp Corporation
706,Sony Ericsson W950 / W950i (SE Nina),2006-02-01,2006,707,0.031220435,0.062079576,0.103591238,0.064748201,0.056910569,0.142857143,0.129604366,0.233606557,0.057087877,0.008950175,0.011206897,0.276375568,Sony Ericsson,Sony Ericsson
707,T-Mobile MDA US (HTC Wizard 200),2006-02-01,2006,708,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.140518417,0.241803279,0.11289288,0.022354024,0.023491379,0.254164563,T-Mobile,T-Mobile
708,T-Mobile MDA Vario (HTC Wizard 200),2006-02-01,2006,709,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.140518417,0.241803279,0.11289288,0.022354024,0.023491379,0.254164563,T-Mobile,T-Mobile
709,T-Mobile SDA US (HTC Tornado Tempo),2006-02-01,2006,710,0.031220435,0.001047635,0.097088272,0.035971223,0.056910569,0.142857143,0.108321965,0.274590164,0.073123797,0.010641715,0.01012931,0.337708228,T-Mobile,T-Mobile
710,Typhoon MyGuide 7500,2006-02-01,2006,711,0.031220435,0.008388246,0.149612223,0.129496403,0.056910569,0.142857143,0.297680764,0.094262295,0.075048108,0.022289789,0.023706897,0.17617365,Typhoon,HTC
711,Verizon XV6700 (HTC Apache),2006-02-01,2006,712,0.031220435,0.002096294,0.207638683,0.079136691,0.056910569,0.142857143,0.140518417,0.241803279,0.121231559,0.024088388,0.019396552,0.244068652,Verizon,Verizon Communications
712,AnexTEK moboDA 3360,2006-03-01,2006,713,0.031220435,0.001047635,0.259662406,0.079136691,0.056910569,0.142857143,0.150068213,0.303278689,0.101988454,0.026186755,0.02737069,0.244068652,AnexTEK,Wistron Corporation
713,Cingular 2125 / 2100 (HTC Faraday),2006-03-01,2006,714,0.031220435,0.001047635,0.097088272,0.035971223,0.056910569,0.142857143,0.108321965,0.274590164,0.073123797,0.00552427,0.017887931,0.463149924,Cingular,HTC
714,Fujitsu-Siemens Pocket LOOX C550,2006-03-01,2006,715,0.031220435,0.002096294,0.259662406,0.129496403,0.154471545,0.301587302,0.175989086,0.274590164,0.050673509,0.015245273,0.023275862,0.464159515,Fujitsu-Siemens,Fujitsu Ltd
715,Fujitsu-Siemens Pocket LOOX N560,2006-03-01,2006,716,0.031220435,0.002096294,0.311686129,0.129496403,0.154471545,0.301587302,0.175989086,0.274590164,0.050673509,0.015245273,0.021551724,0.464159515,Fujitsu-Siemens,Fujitsu Ltd
716,Gigabyte g-Smart,2006-03-01,2006,717,0.031220435,0.001047635,0.207638683,0.057553957,0.056910569,0.142857143,0.128240109,0.245901639,0.114817191,0.014067619,0.015086207,0.308430086,Gigabyte,Gigabyte Technology
717,Intermec CN30,2006-03-01,2006,718,0.031220435,0.001047635,0.259662406,0.151079137,0.154471545,0.301587302,0.225102319,0.508196721,0.178960872,0.102648652,0.089224138,0.416708733,Intermec,Intermec
718,Mio A701 Digi-Walker,2006-03-01,2006,719,0.031220435,0.002096294,0.259662406,0.071942446,0.056910569,0.142857143,0.137789905,0.237704918,0.081462476,0.015116802,0.018965517,0.259464917,Mio,MiTAC International Corp
719,MiTAC Mio 180 Digi-Walker,2006-03-01,2006,720,0.031220435,0.001047635,0.15561496,0.129496403,0.056910569,0.142857143,0.175989086,0.286885246,0.073765234,0.022396848,0.023706897,0.17617365,MiTAC,MiTAC International Corp
720,Motorola MING A1200 / A1200i / A1200r (Motorola Hainan),2006-03-01,2006,721,0.031220435,0.001047635,0.15561496,0.050359712,0.056910569,0.142857143,0.123328786,0.191393443,0.09878127,0.013339614,0.013362069,0.315244826,Motorola,Motorola
721,Nokia 3250 (Nokia Thunder),2006-03-01,2006,722,0.023407697,0.000523305,0.109593975,0.028776978,0.030894309,0.087301587,0.118690314,0.224590164,0.087876844,0.012568786,0.011853448,0.208480565,Nokia,Nokia Corporation
722,Orange SPV M600 (HTC Prophet),2006-03-01,2006,723,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.144065484,0.245081967,0.078896729,0.015973278,0.018965517,0.244068652,Orange,Orange UK
723,Qtek A9100 (HTC Wizard 110),2006-03-01,2006,724,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.140518417,0.241803279,0.11289288,0.022354024,0.023275862,0.254164563,Qtek,HTC
724,Qtek S200 (HTC Prophet),2006-03-01,2006,725,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.144065484,0.245081967,0.078896729,0.015973278,0.018965517,0.244068652,Qtek,HTC
725,Samsung SGH-i750,2006-03-01,2006,726,0.031220435,0.002096294,0.207638683,0.050359712,0.056910569,0.142857143,0.125511596,0.239754098,0.111610006,0.018949532,0.020474138,0.315244826,Samsung,Samsung
726,Swisscom XPA v1240 (HTC Tornado Noble),2006-03-01,2006,727,0.015594958,0.002096294,0.097088272,0.035971223,0.056910569,0.142857143,0.108321965,0.239918033,0.073123797,0.009164294,0.009913793,0.337708228,Swisscom,HTC
727,T-Mobile MDA Compact II (HTC Charmer),2006-03-01,2006,728,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.140518417,0.24057377,0.077613855,0.014902683,0.019396552,0.244068652,T-Mobile,T-Mobile
728,TORQ P120,2006-03-01,2006,729,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.147885402,0.256967213,0.101988454,0.022503908,0.022413793,0.244068652,TORQ,TORQ
729,Typhoon MyGuide 3610 GO,2006-03-01,2006,730,0.031220435,0.000523305,0.132604468,0.129496403,0.089430894,0.103174603,0.339699864,0.102459016,0.076330981,0.027921119,0.019396552,0.17617365,Typhoon,HTC
730,Airis T605,2006-04-01,2006,731,0.031220435,0.001047635,0.15561496,0.129496403,0.056910569,0.142857143,0.175989086,0.286885246,0.073765234,0.022396848,0.023706897,0.17617365,Airis,Airis
731,Hewlett-Packard iPAQ hw6910 / hw6920 / hw6940 (HTC Sable),2006-04-01,2006,732,0.031220435,0.002096294,0.207638683,0.09352518,0.056910569,0.103174603,0.175989086,0.280737705,0.076330981,0.022718027,0.024784483,0.170620899,Hewlett-Packard,Hewlett-Packard
732,Hewlett-Packard iPAQ hw6915 / hw6925 / hw6945 / hw6965 (HTC Sable),2006-04-01,2006,733,0.031220435,0.002096294,0.207638683,0.09352518,0.056910569,0.103174603,0.175989086,0.280737705,0.076330981,0.022718027,0.025743534,0.170620899,Hewlett-Packard,Hewlett-Packard
733,Lenovo ET980,2006-04-01,2006,734,0.031220435,0.002096294,0.15561496,0.079136691,0.056910569,0.142857143,0.145975443,0.254098361,0.095574086,0.020512601,0.01875,0.244068652,Lenovo,Lenovo
734,LG PM80,2006-04-01,2006,735,0.031220435,0.001047635,0.15561496,0.129496403,0.056910569,0.142857143,0.186903138,0.299180328,0.089159718,0.02974113,0.025862069,0.172892479,LG,LG Electronics
735,O2 XDA Neo (HTC Prophet),2006-04-01,2006,736,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.144065484,0.245081967,0.078896729,0.015973278,0.018965517,0.244068652,O2,O2
736,Samsung SGH-i300x,2006-04-01,2006,737,0.031220435,0.000523305,0.207638683,0.021582734,0.056910569,0.142857143,0.113233288,0.262295082,0.089159718,0.013789264,0.013146552,0.400807673,Samsung,Samsung
