Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Model B,Release Date B,Release Year B,Model ID B,Company_ID B,Old_ID C,Company C,Company_real C,New_ID C
Casio Cassiopeia IT-500 M30CR,2003/4/1,2003.25,285,0.015594958,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.19781719,0.463114754,0.089159718,0.045371818,0.043103448,0.17617365,Casio Cassiopeia IT-500 M30CR,2003/4/1,2003.25,285,33,33,Casio,Casio,26
Casio Cassiopeia IT-500 M30R,2003/4/1,2003.25,286,0.015594958,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.19781719,0.463114754,0.089159718,0.045371818,0.049568966,0.17617365,Casio Cassiopeia IT-500 M30R,2003/4/1,2003.25,286,33,33,Casio,Casio,26
Orange SPV E100 (HTC Tanager),2003/4/1,2003.25,287,0.00778222,0.000523305,0.059571164,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.111610006,0.020919427,0.014439655,0.210499748,Orange SPV E100 (HTC Tanager),2003/4/1,2003.25,287,133,133,Orange,Orange UK,100
Palm Tungsten C,2003/4/1,2003.25,288,0.031220435,0.000261141,0.199635034,0.09352518,0.089430894,0.142857143,0.195088677,0.295081967,0.069916613,0.015138214,0.025431034,0.26476527,Palm Tungsten C,2003/4/1,2003.25,288,136,136,Palm,Palm,102
I-Mate Smartphone (HTC Tanager),2003/5/1,2003.333333,289,0.00778222,0.000523305,0.059571164,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.111610006,0.020919427,0.014439655,0.210499748,I-Mate Smartphone (HTC Tanager),2003/5/1,2003.333333,289,86,86,I-Mate,I-Mate,64
MiTAC Mio 339 Digi-Walker,2003/5/1,2003.333333,290,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.178717599,0.307377049,0.059012187,0.019806008,0.023706897,0.17617365,MiTAC Mio 339 Digi-Walker,2003/5/1,2003.333333,290,113,113,MiTAC,MiTAC International Corp,84
MiTAC Mio 8380 Digi-Walker,2003/5/1,2003.333333,291,0.015594958,0.000523305,0.099589413,0.035971223,0.030894309,0.093253968,0.122783083,0.200819672,0.150737652,0.022546731,0.017887931,0.210499748,MiTAC Mio 8380 Digi-Walker,2003/5/1,2003.333333,291,113,113,MiTAC,MiTAC International Corp,84
NEC MobilePro 900,2003/5/1,2003.333333,292,0.031220435,0.001047635,0.199635034,0.460431655,0.219512195,0.103174603,0.653478854,0.323770492,0.1533034,0.192814166,0.165948276,0.100706714,NEC MobilePro 900,2003/5/1,2003.333333,292,121,121,NEC,NEC Corporation?,91
Panasonic Toughbook CF-P1,2003/5/1,2003.333333,293,0.031220435,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.249658936,0.508196721,0.22386145,0.139391474,0.103448276,0.17617365,Panasonic Toughbook CF-P1,2003/5/1,2003.333333,293,138,138,Panasonic,Panasonic,103
Asus MyPal A620,2003/6/1,2003.416667,294,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.191814461,0.31147541,0.046183451,0.017900349,0.017456897,0.17617365,Asus MyPal A620,2003/6/1,2003.416667,294,18,18,Asus,Asus,14
CyberBank POZ 0870,2003/6/1,2003.416667,295,0.031220435,0.001047635,0.099589413,0.129496403,0.056910569,0.142857143,0.174624829,0.329918033,0.089159718,0.054985761,0.05237069,0.390711762,CyberBank POZ 0870,2003/6/1,2003.416667,295,44,44,CyberBank,HTC,61
E-TEN InfoTouch P603,2003/6/1,2003.416667,296,0.031220435,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.206002729,0.362295082,0.078896729,0.034944222,0.032327586,0.17617365,E-TEN InfoTouch P603,2003/6/1,2003.416667,296,55,55,E-TEN,"E-TEN Information Systems Co., Ltd",43
Hewlett-Packard iPAQ H1940 / H1945 (HTC Kiwi),2003/6/1,2003.416667,297,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.17271487,0.26352459,0.042976267,0.012226195,0.013793103,0.17617365,Hewlett-Packard iPAQ H1940 / H1945 (HTC Kiwi),2003/6/1,2003.416667,297,77,77,Hewlett-Packard,Hewlett-Packard,58
Hewlett-Packard iPAQ H2210 / H2212 / H2212e / H2215 (HTC Great Wall),2003/6/1,2003.416667,298,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.190723056,0.272131148,0.059653624,0.019634713,0.018146552,0.17617365,Hewlett-Packard iPAQ H2210 / H2212 / H2212e / H2215 (HTC Great Wall),2003/6/1,2003.416667,298,77,77,Hewlett-Packard,Hewlett-Packard,58
MiTAC Mio 338 Plus Digi-Walker,2003/6/1,2003.416667,299,0.019501328,0.001047635,0.099589413,0.129496403,0.056910569,0.142857143,0.191814461,0.29795082,0.041051956,0.015566452,0.0125,0.17617365,MiTAC Mio 338 Plus Digi-Walker,2003/6/1,2003.416667,299,113,113,MiTAC,MiTAC International Corp,84
MiTAC Mio 558 Digi-Walker,2003/6/1,2003.416667,300,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.178717599,0.307377049,0.059012187,0.019806008,0.023706897,0.17617365,MiTAC Mio 558 Digi-Walker,2003/6/1,2003.416667,300,113,113,MiTAC,MiTAC International Corp,84
NTT DoCoMo Sigmarion III.,2003/6/1,2003.416667,301,0.031220435,0.000523305,0.199635034,0.237410072,0.284552846,0.222222222,0.497953615,0.278688525,0.095574086,0.10746633,0.091594828,0.165320545,NTT DoCoMo Sigmarion III.,2003/6/1,2003.416667,301,124,124,NTT,"NTT DOCOMO, Inc",94
Qtek 7070 (HTC Tanager),2003/6/1,2003.416667,302,0.00778222,0.000523305,0.059571164,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.111610006,0.020919427,0.014439655,0.210499748,Qtek 7070 (HTC Tanager),2003/6/1,2003.416667,302,147,147,Qtek,HTC,61
Sony Clie PEG-NX73V,2003/6/1,2003.416667,303,0.00778222,0.000523305,0.099589413,0.151079137,0.154471545,0.142857143,0.178444748,0.338114754,0.100705581,0.034687279,0.036637931,0.273094397,Sony Clie PEG-NX73V,2003/6/1,2003.416667,303,167,167,Sony,Sony Corporation,123
Sony Clie PEG-NX80V,2003/6/1,2003.416667,304,0.015594958,0.000523305,0.099589413,0.151079137,0.154471545,0.142857143,0.178444748,0.338114754,0.100705581,0.034687279,0.037715517,0.273094397,Sony Clie PEG-NX80V,2003/6/1,2003.416667,304,167,167,Sony,Sony Corporation,123
Symbol PPT 8800w,2003/6/1,2003.416667,305,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.205457026,0.397540984,0.168697883,0.073399996,0.054956897,0.17617365,Symbol PPT 8800w,2003/6/1,2003.416667,305,173,173,Symbol,Zebra Technologies,152
ViewSonic Pocket PC V36,2003/6/1,2003.416667,306,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.192360164,0.319672131,0.050673509,0.019870244,0.016594828,0.17617365,ViewSonic Pocket PC V36,2003/6/1,2003.416667,306,199,199,ViewSonic,ViewSonic,145
Hewlett-Packard iPAQ H5150 / H5155,2003/7/1,2003.5,307,0.031220435,0.000523305,0.199635034,0.151079137,0.056910569,0.142857143,0.210095498,0.364754098,0.062860808,0.029783954,0.02737069,0.152195861,Hewlett-Packard iPAQ H5150 / H5155,2003/7/1,2003.5,307,77,77,Hewlett-Packard,Hewlett-Packard,58
Hewlett-Packard iPAQ H5550 / H5555,2003/7/1,2003.5,308,0.062471389,0.00078547,0.199635034,0.151079137,0.056910569,0.142857143,0.210095498,0.364754098,0.062860808,0.029783954,0.031681034,0.152195861,Hewlett-Packard iPAQ H5550 / H5555,2003/7/1,2003.5,308,77,77,Hewlett-Packard,Hewlett-Packard,58
Hitachi SH-G1000,2003/7/1,2003.5,309,0.015594958,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.211459754,0.401639344,0.108402822,0.05136715,0.038362069,0.17617365,Hitachi SH-G1000,2003/7/1,2003.5,309,79,79,Hitachi,"Hitachi, Ltd",59
Palm Tungsten T2,2003/7/1,2003.5,310,0.015594958,0.000130058,0.071576639,0.09352518,0.089430894,0.142857143,0.186903138,0.217213115,0.057087877,0.032075027,0.020905172,0.058556285,Palm Tungsten T2,2003/7/1,2003.5,310,136,136,Palm,Palm,102
CyberBank Triton  0885 / 1880,2003/8/1,2003.583333,311,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.181446112,0.450819672,0.100705581,0.025266043,0.029956897,0.225391217,CyberBank Triton  0885 / 1880,2003/8/1,2003.583333,311,44,44,CyberBank,HTC,61
CyberBank Triton 0880,2003/8/1,2003.583333,312,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.181446112,0.450819672,0.100705581,0.023874269,0.024568966,0.291771832,CyberBank Triton 0880,2003/8/1,2003.583333,312,44,44,CyberBank,HTC,61
Samsung SCH-M400,2003/8/1,2003.583333,313,0.031220435,0.001047635,0.149612223,0.129496403,0.056910569,0.142857143,0.175989086,0.340163934,0.077613855,0.027086054,0.031681034,0.17617365,Samsung SCH-M400,2003/8/1,2003.583333,313,156,156,Samsung,Samsung,113
T-Mobile MDA II (HTC Himalaya),2003/8/1,2003.583333,314,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,T-Mobile MDA II (HTC Himalaya),2003/8/1,2003.583333,314,174,174,T-Mobile,T-Mobile,128
Dell Axim X3 Advanced,2003/9/1,2003.666667,315,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.192905866,0.278688525,0.057087877,0.026400874,0.032758621,0.17617365,Dell Axim X3 Advanced,2003/9/1,2003.666667,315,50,50,Dell,Dell,39
Dell Axim X3 Basic,2003/9/1,2003.666667,316,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.192905866,0.278688525,0.057087877,0.008393465,0.009267241,0.416961131,Dell Axim X3 Basic,2003/9/1,2003.666667,316,50,50,Dell,Dell,39
Dell Axim X3i,2003/9/1,2003.666667,317,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.192905866,0.300819672,0.057087877,0.019570477,0.016034483,0.17617365,Dell Axim X3i,2003/9/1,2003.666667,317,50,50,Dell,Dell,39
E-TEN InfoTouch P300,2003/9/1,2003.666667,318,0.031220435,0.000523305,0.101090097,0.079136691,0.056910569,0.142857143,0.165075034,0.278688525,0.108402822,0.029163009,0.02262931,0.244068652,E-TEN InfoTouch P300,2003/9/1,2003.666667,318,55,55,E-TEN,"E-TEN Information Systems Co., Ltd",43
Handspring Treo 600 CDMA,2003/9/1,2003.666667,319,0.015594958,0.000130058,0.071576639,0.064748201,0.024390244,0.063492063,0.145975443,0.258196721,0.101988454,0.022204141,0.023275862,0.10449268,Handspring Treo 600 CDMA,2003/9/1,2003.666667,319,75,75,Handspring,Handspring Inc,56
Handspring Treo 600 GSM,2003/9/1,2003.666667,320,0.015594958,0.000130058,0.071576639,0.064748201,0.024390244,0.063492063,0.145975443,0.258196721,0.101988454,0.022204141,0.023275862,0.10449268,Handspring Treo 600 GSM,2003/9/1,2003.666667,320,75,75,Handspring,Handspring Inc,56
Hewlett-Packard iPAQ H1930 / H1935 (HTC Kiwi),2003/9/1,2003.666667,321,0.031220435,0.000261141,0.101090097,0.129496403,0.056910569,0.142857143,0.17271487,0.26352459,0.042976267,0.012226195,0.013793103,0.17617365,Hewlett-Packard iPAQ H1930 / H1935 (HTC Kiwi),2003/9/1,2003.666667,321,77,77,Hewlett-Packard,Hewlett-Packard,58
Hewlett-Packard iPAQ H1937 (HTC Kiwi),2003/9/1,2003.666667,322,0.031220435,0.000261141,0.101090097,0.129496403,0.056910569,0.142857143,0.17271487,0.26352459,0.042976267,0.012226195,0.013793103,0.17617365,Hewlett-Packard iPAQ H1937 (HTC Kiwi),2003/9/1,2003.666667,322,77,77,Hewlett-Packard,Hewlett-Packard,58
I-Mate Pocket PC Phone Edition (HTC Himalaya),2003/9/1,2003.666667,323,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,I-Mate Pocket PC Phone Edition (HTC Himalaya),2003/9/1,2003.666667,323,86,86,I-Mate,I-Mate,64
O2 XDA II (HTC Himalaya),2003/9/1,2003.666667,324,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,O2 XDA II (HTC Himalaya),2003/9/1,2003.666667,324,125,125,O2,O2,95
Sony Clie PEG-NX73VE,2003/9/1,2003.666667,325,0.00778222,0.000523305,0.099589413,0.151079137,0.154471545,0.142857143,0.178444748,0.338114754,0.100705581,0.034687279,0.036637931,0.273094397,Sony Clie PEG-NX73VE,2003/9/1,2003.666667,325,167,167,Sony,Sony Corporation,123
Sony Clie PEG-UX40 / PEG-UX40U / PEG-UX40E,2003/9/1,2003.666667,326,0.019501328,0.001047635,0.061071849,0.107913669,0.154471545,0.142857143,0.263301501,0.153688525,0.075689545,0.024709333,0.024784483,0.336193841,Sony Clie PEG-UX40 / PEG-UX40U / PEG-UX40E,2003/9/1,2003.666667,326,167,167,Sony,Sony Corporation,123
Sony Clie PEG-UX50 / PEG-UX50U / PEG-UX50E,2003/9/1,2003.666667,327,0.019501328,0.001047635,0.061071849,0.107913669,0.154471545,0.142857143,0.263301501,0.153688525,0.075689545,0.024709333,0.024784483,0.336193841,Sony Clie PEG-UX50 / PEG-UX50U / PEG-UX50E,2003/9/1,2003.666667,327,167,167,Sony,Sony Corporation,123
Asus MyPal A620BT,2003/10/1,2003.75,328,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.191814461,0.31147541,0.046183451,0.017900349,0.017456897,0.17617365,Asus MyPal A620BT,2003/10/1,2003.75,328,18,18,Asus,Asus,14
CyberBank Triton 1880 KW,2003/10/1,2003.75,329,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.181446112,0.450819672,0.100705581,0.044729461,0.060344828,0.17617365,CyberBank Triton 1880 KW,2003/10/1,2003.75,329,44,44,CyberBank,HTC,61
Fujitsu-Siemens Pocket LOOX 610BT/WLAN,2003/10/1,2003.75,330,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.195088677,0.403688525,0.077613855,0.035393872,0.03125,0.17617365,Fujitsu-Siemens Pocket LOOX 610BT/WLAN,2003/10/1,2003.75,330,64,64,Fujitsu-Siemens,Fujitsu Ltd,50
Hewlett-Packard iPAQ H4150 / H4155,2003/10/1,2003.75,331,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.174897681,0.264754098,0.047466325,0.01374644,0.015517241,0.17617365,Hewlett-Packard iPAQ H4150 / H4155,2003/10/1,2003.75,331,77,77,Hewlett-Packard,Hewlett-Packard,58
Hewlett-Packard iPAQ H4350 / H4355 (HTC Dextrous),2003/10/1,2003.75,332,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.185811733,0.367622951,0.053880693,0.022675203,0.02262931,0.17617365,Hewlett-Packard iPAQ H4350 / H4355 (HTC Dextrous),2003/10/1,2003.75,332,77,77,Hewlett-Packard,Hewlett-Packard,58
Nokia 6600 (Nokia Calimero),2003/10/1,2003.75,333,0.00778222,0.000392223,0.051567515,0.028776978,0.030894309,0.087301587,0.14106412,0.244262295,0.11289288,0.019677537,0.014008621,0.208480565,Nokia 6600 (Nokia Calimero),2003/10/1,2003.75,333,122,122,Nokia,Nokia Corporation,92
Nokia N-Gage (Nokia Starship),2003/10/1,2003.75,334,0.00778222,0.000261141,0.051567515,0.028776978,0.030894309,0.087301587,0.347066849,0.084836066,0.090442591,0.018435647,0.016163793,0.308430086,Nokia N-Gage (Nokia Starship),2003/10/1,2003.75,334,122,122,Nokia,Nokia Corporation,92
Psion Teklogix netBook Pro,2003/10/1,2003.75,335,0.062471389,0.000523305,0.199635034,0.489208633,0.284552846,0.281746032,0.623465211,0.553278689,0.185375241,0.314605057,0.224137931,0.184755174,Psion Teklogix netBook Pro,2003/10/1,2003.75,335,144,144,Psion,Zebra Technologies,152
RoverPC P5+,2003/10/1,2003.75,336,0.031220435,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.195088677,0.331967213,0.076330981,0.029634071,0.026939655,0.17617365,RoverPC P5+,2003/10/1,2003.75,336,153,153,RoverPC,RoverComputers,111
Samsung SCH-i600 / SPH-i600,2003/10/1,2003.75,337,0.015594958,0.000523305,0.099589413,0.035971223,0.030894309,0.093253968,0.129604366,0.18442623,0.108402822,0.01554504,0.015086207,0.210499748,Samsung SCH-i600 / SPH-i600,2003/10/1,2003.75,337,156,156,Samsung,Samsung,113
Sony Clie PEG-TJ35,2003/10/1,2003.75,338,0.015594958,0.000130058,0.099589413,0.100719424,0.089430894,0.142857143,0.189631651,0.25,0.037844772,0.014517269,0.017241379,0.250630994,Sony Clie PEG-TJ35,2003/10/1,2003.75,338,167,167,Sony,Sony Corporation,123
Toshiba e400,2003/10/1,2003.75,339,0.031220435,0.00078547,0.149612223,0.129496403,0.056910569,0.142857143,0.190177353,0.31147541,0.037844772,0.015031154,0.016594828,0.17617365,Toshiba e400,2003/10/1,2003.75,339,186,186,Toshiba,Toshiba Corporation,136
Typhoon MyGuide 5500 XL,2003/10/1,2003.75,340,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.191814461,0.31147541,0.046183451,0.017900349,0.017456897,0.17617365,Typhoon MyGuide 5500 XL,2003/10/1,2003.75,340,189,189,Typhoon,HTC,61
Yakumo PDA Delta 400,2003/10/1,2003.75,341,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.180900409,0.29795082,0.049390635,0.016744106,0.014008621,0.176426047,Yakumo PDA Delta 400,2003/10/1,2003.75,341,207,207,Yakumo,MiTAC International Corp,84
Acer n10,2003/11/1,2003.833333,342,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.195088677,0.331967213,0.069275176,0.02725735,0.02262931,0.17617365,Acer n10,2003/11/1,2003.833333,342,4,4,Acer,Acer,3
Audiovox PPC-5050 (HTC Falcon),2003/11/1,2003.833333,343,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.181446112,0.327868852,0.076330981,0.026850524,0.025,0.17617365,Audiovox PPC-5050 (HTC Falcon),2003/11/1,2003.833333,343,21,21,Audiovox,HTC,61
Dopod 696 / 696i (HTC Himalaya),2003/11/1,2003.833333,344,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,Dopod 696 / 696i (HTC Himalaya),2003/11/1,2003.833333,344,53,53,Dopod,HTC,61
E-TEN InfoTouch P610,2003/11/1,2003.833333,345,0.031220435,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.200545703,0.352459016,0.078896729,0.033102799,0.032327586,0.17617365,E-TEN InfoTouch P610,2003/11/1,2003.833333,345,55,55,E-TEN,"E-TEN Information Systems Co., Ltd",43
Fujitsu-Siemens Pocket LOOX 610BT,2003/11/1,2003.833333,346,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.195088677,0.403688525,0.077613855,0.035393872,0.029525862,0.17617365,Fujitsu-Siemens Pocket LOOX 610BT,2003/11/1,2003.833333,346,64,64,Fujitsu-Siemens,Fujitsu Ltd,50
Motorola A920,2003/11/1,2003.833333,347,0.015594958,0.000392223,0.083582113,0.086330935,0.043902439,0.142857143,0.145975443,0.405737705,0.114175754,0.009721003,0.032758621,0.537102473,Motorola A920,2003/11/1,2003.833333,347,116,116,Motorola,Motorola,87
Motorola MPx200,2003/11/1,2003.833333,348,0.015594958,0.000523305,0.065573902,0.035971223,0.030894309,0.093253968,0.113233288,0.163934426,0.134060295,0.015245273,0.0125,0.210499748,Motorola MPx200,2003/11/1,2003.833333,348,116,116,Motorola,Motorola,87
PalmOne Treo 600 CDMA,2003/11/1,2003.833333,349,0.015594958,0.000130058,0.071576639,0.064748201,0.024390244,0.063492063,0.145975443,0.258196721,0.101988454,0.022204141,0.023275862,0.10449268,PalmOne Treo 600 CDMA,2003/11/1,2003.833333,349,137,137,PalmOne,Palm,102
PalmOne Treo 600 GSM,2003/11/1,2003.833333,350,0.015594958,0.000130058,0.071576639,0.064748201,0.024390244,0.063492063,0.145975443,0.258196721,0.101988454,0.022204141,0.023275862,0.10449268,PalmOne Treo 600 GSM,2003/11/1,2003.833333,350,137,137,PalmOne,Palm,102
Qtek 2060 (HTC Himalaya),2003/11/1,2003.833333,351,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,Qtek 2060 (HTC Himalaya),2003/11/1,2003.833333,351,147,147,Qtek,HTC,61
RIM BlackBerry 7280,2003/11/1,2003.833333,352,0.000946074,0.000261141,0.15561496,0.064748201,0.056910569,0.063492063,0.186903138,0.262295082,0.089159718,0.022482496,0.01637931,0.276375568,RIM BlackBerry 7280,2003/11/1,2003.833333,352,151,151,RIM,BlackBerry Limited,21
Sendo X,2003/11/1,2003.833333,353,0.00778222,0.001047635,0.059571164,0.035971223,0.030894309,0.093253968,0.114597544,0.25204918,0.107119949,0.016722694,0.012931034,0.207723372,Sendo X,2003/11/1,2003.833333,353,157,157,Sendo,Sendo,114
Toshiba e800 / e805,2003/11/1,2003.833333,354,0.062471389,0.001047635,0.199635034,0.165467626,0.154471545,0.301587302,0.190177353,0.350819672,0.067992303,0.027235938,0.028448276,0.390711762,Toshiba e800 / e805,2003/11/1,2003.833333,354,186,186,Toshiba,Toshiba Corporation,136
Asus MyPal A716,2003/12/1,2003.916667,355,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.195088677,0.352459016,0.073765234,0.030233604,0.029525862,0.17617365,Asus MyPal A716,2003/12/1,2003.916667,355,18,18,Asus,Asus,14
Bsquare Power Handheld,2003/12/1,2003.916667,356,0.062471389,0.001047635,0.199635034,0.165467626,0.219512195,0.222222222,0.219645293,0.37295082,0.085952534,0.058904139,0.073275862,0.315497224,Bsquare Power Handheld,2003/12/1,2003.916667,356,31,31,Bsquare,Bsquare Corporation,24
CyberBank POZ 1870,2003/12/1,2003.916667,357,0.031220435,0.001047635,0.099589413,0.129496403,0.056910569,0.142857143,0.174624829,0.329918033,0.076330981,0.024794981,0.03125,0.17617365,CyberBank POZ 1870,2003/12/1,2003.916667,357,44,44,CyberBank,HTC,61
Medion MDPNA 100 (MD95025),2003/12/1,2003.916667,358,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.181446112,0.344262295,0.089159718,0.032139263,0.025862069,0.17617365,Medion MDPNA 100 (MD95025),2003/12/1,2003.916667,358,107,107,Medion,MiTAC International Corp,84
MiTAC Mio 168 Digi-Walker,2003/12/1,2003.916667,359,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.26147541,0.065426555,0.017964585,0.01875,0.17617365,MiTAC Mio 168 Digi-Walker,2003/12/1,2003.916667,359,113,113,MiTAC,MiTAC International Corp,84
